"module","modSize","bkgrModSize","rank","enrichmentP","BonferoniP","nModGenesInTerm","fracOfBkgrModSize","fracOfBkgrTermSize","bkgrTermSize","termID","termOntology","termName","termDefinition"
"skyblue",2361,2007,9,1.02649903594069e-09,1.91380480260782e-05,51,0.0254110612855007,0.309090909090909,165,"GO:0006959","BP","humoral immune response","An immune response mediated through a body fluid."
"skyblue",2361,2007,10,2.11357447031328e-09,3.94054824245207e-05,14,0.00697558545092177,0.736842105263158,19,"GO:0034987","MF","immunoglobulin receptor binding","Binding to one or more specific sites on an immunoglobulin receptor molecule."
"skyblue1",310,251,1,1.87886903135036e-20,3.50296342204962e-16,27,0.107569721115538,0.174193548387097,155,"GO:0003735","MF","structural constituent of ribosome","The action of a molecule that contributes to the structural integrity of the ribosome."
"skyblue1",310,251,2,1.02094155106267e-19,1.90344342780124e-15,29,0.115537848605578,0.146464646464646,198,"GO:0005840","CC","ribosome","An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins."
"skyblue1",310,251,3,1.26351541247336e-15,2.35569813501534e-11,19,0.0756972111553785,0.193877551020408,98,"GO:0022626","CC","cytosolic ribosome","A ribosome located in the cytosol."
"skyblue1",310,251,4,1.32398770499701e-13,2.46844267719642e-09,20,0.0796812749003984,0.140845070422535,142,"GO:0002181","BP","cytoplasmic translation","The chemical reactions and pathways resulting in the formation of a protein in the cytoplasm. This is a ribosome-mediated process in which the information in messenger RNA (mRNA) is used to specify the sequence of amino acids in the protein."
"skyblue1",310,251,5,3.60057904468405e-12,6.71291957090895e-08,38,0.151394422310757,0.0590979782270607,643,"GO:1990904","CC","ribonucleoprotein complex",NA
"skyblue1",310,251,6,1.15249467209998e-11,2.1487110666632e-07,16,0.0637450199203187,0.152380952380952,105,"GO:0015934","CC","large ribosomal subunit","The larger of the two subunits of a ribosome. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site)."
"skyblue1",310,251,7,2.55234065713559e-10,4.7585839211636e-06,12,0.047808764940239,0.193548387096774,62,"GO:0005844","CC","polysome","A multiribosomal structure representing a linear array of ribosomes held together by messenger RNA. They represent the active complexes in cellular protein synthesis and are able to incorporate amino acids into polypeptides both in vivo and in vitro."
"skyblue1",310,251,8,3.86048825300291e-10,7.19749429889863e-06,27,0.107569721115538,0.0671641791044776,402,"GO:0005743","CC","mitochondrial inner membrane","The inner, i.e. lumen-facing, lipid bilayer of the mitochondrial envelope. It is highly folded to form cristae."
"skyblue1",310,251,9,4.02167984447392e-10,7.49801990203718e-06,33,0.131474103585657,0.0562180579216354,587,"GO:0043043","BP","peptide biosynthetic process","The chemical reactions and pathways resulting in the formation of peptides, compounds of 2 or more (but usually less than 100) amino acids where the alpha carboxyl group of one is bound to the alpha amino group of another. This may include the translation of a precursor protein and its subsequent processing into a functional peptide."
"skyblue1",310,251,10,6.05090012043319e-10,1.12812981845356e-05,32,0.127490039840637,0.0567375886524823,564,"GO:0006412","BP","translation","The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome."
"skyblue2",237,217,1,4.46830379095866e-05,0.833070558786333,4,0.0184331797235023,0.266666666666667,15,"GO:0005779","CC","integral component of peroxisomal membrane","The component of the peroxisomal membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"skyblue2",237,217,2,4.46830379095866e-05,0.833070558786333,4,0.0184331797235023,0.266666666666667,15,"GO:0031231","CC","intrinsic component of peroxisomal membrane","The component of the peroxisomal membrane consisting of the gene products and protein complexes having either part of their peptide sequence embedded in the hydrophobic region of the membrane or some other covalently attached group such as a GPI anchor that is similarly embedded in the membrane."
"skyblue2",237,217,3,0.000193981347132418,1,2,0.00921658986175115,1,2,"GO:0097533","BP","cellular stress response to acid chemical","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in cellular homeostasis caused by the chemical structure of the anion portion of a dissociated acid (rather than the acid acting as a proton donor). The acid chemical may be in gaseous, liquid or solid form."
"skyblue2",237,217,4,0.000691958155260511,1,3,0.0138248847926267,0.230769230769231,13,"GO:0061760","BP","antifungal innate immune response","An defense response against a fungus mediated through an innate immune response. An innate immune response is mediated by germline encoded components that directly recognize components of potential pathogens."
"skyblue2",237,217,5,0.000871638750707093,1,3,0.0138248847926267,0.214285714285714,14,"GO:0098734","BP","macromolecule depalmitoylation","The removal of palymitoyl groups from a macromolecule."
"skyblue2",237,217,6,0.000871638750707093,1,3,0.0138248847926267,0.214285714285714,14,"GO:0008474","MF","palmitoyl-(protein) hydrolase activity","Catalysis of the reaction: palmitoyl-protein + H2O = palmitate + protein."
"skyblue2",237,217,7,0.000871638750707093,1,3,0.0138248847926267,0.214285714285714,14,"GO:0098599","MF","palmitoyl hydrolase activity","Catalysis of a hydrolase reaction that removes a palmitoyl moiety from some substrate."
"skyblue2",237,217,8,0.000877560646872284,1,30,0.138248847926267,0.0256410256410256,1170,"GO:0006629","BP","lipid metabolic process","The chemical reactions and pathways involving lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent. Includes fatty acids; neutral fats, other fatty-acid esters, and soaps; long-chain (fatty) alcohols and waxes; sphingoids and other long-chain bases; glycolipids, phospholipids and sphingolipids; and carotenes, polyprenols, sterols, terpenes and other isoprenoids."
"skyblue2",237,217,9,0.00114253280067219,1,2,0.00921658986175115,0.5,4,"GO:0006660","BP","phosphatidylserine catabolic process","The chemical reactions and pathways resulting in the breakdown of phosphatidylserines, any of a class of glycerophospholipids in which the phosphatidyl group is esterified to the hydroxyl group of L-serine."
"skyblue2",237,217,10,0.00131363549932613,1,3,0.0138248847926267,0.1875,16,"GO:0042159","BP","lipoprotein catabolic process","The chemical reactions and pathways resulting in the breakdown of any conjugated, water-soluble protein in which the covalently attached nonprotein group consists of a lipid or lipids."
"skyblue3",196,164,1,1.21958522453938e-05,0.227379469263122,22,0.134146341463415,0.0294906166219839,746,"GO:0009986","CC","cell surface","The external part of the cell wall and/or plasma membrane."
"skyblue3",196,164,2,1.9688710391891e-05,0.367076316546416,4,0.024390243902439,0.25,16,"GO:0003756","MF","protein disulfide isomerase activity","Catalysis of the rearrangement of both intrachain and interchain disulfide bonds in proteins."
"skyblue3",196,164,3,3.82181910379952e-05,0.712539953712383,12,0.0731707317073171,0.0433212996389892,277,"GO:0005788","CC","endoplasmic reticulum lumen","The volume enclosed by the membranes of the endoplasmic reticulum."
"skyblue3",196,164,4,5.46355115875367e-05,1,42,0.25609756097561,0.0193014705882353,2176,"GO:0031410","CC","cytoplasmic vesicle","A vesicle found in the cytoplasm of a cell."
"skyblue3",196,164,5,5.64221639923468e-05,1,42,0.25609756097561,0.0192748967416246,2179,"GO:0097708","CC","intracellular vesicle","Any vesicle that is part of the intracellular region."
"skyblue3",196,164,6,6.66485618373434e-05,1,37,0.225609756097561,0.020207536865101,1831,"GO:0008219","BP","cell death","Any biological process that results in permanent cessation of all vital functions of a cell. A cell should be considered dead when any one of the following molecular or morphological criteria is met: (1) the cell has lost the integrity of its plasma membrane; (2) the cell, including its nucleus, has undergone complete fragmentation into discrete bodies (frequently referred to as apoptotic bodies). The cell corpse (or its fragments) may be engulfed by an adjacent cell in vivo, but engulfment of whole cells should not be considered a strict criteria to define cell death as, under some circumstances, live engulfed cells can be released from phagosomes (see PMID:18045538)."
"skyblue3",196,164,7,6.95377471277847e-05,1,43,0.26219512195122,0.0189177298724153,2273,"GO:0031982","CC","vesicle","Any small, fluid-filled, spherical organelle enclosed by membrane."
"skyblue3",196,164,8,7.5318701937943e-05,1,4,0.024390243902439,0.181818181818182,22,"GO:0046885","BP","regulation of hormone biosynthetic process","Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of hormones."
"skyblue3",196,164,9,9.20713678510372e-05,1,34,0.207317073170732,0.0206561360874848,1646,"GO:0006915","BP","apoptotic process","A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died."
"skyblue3",196,164,10,9.24352263134255e-05,1,3,0.0182926829268293,0.333333333333333,9,"GO:0034975","BP","protein folding in endoplasmic reticulum","A protein folding process that takes place in the endoplasmic reticulum (ER). Secreted, plasma membrane and organelle proteins are folded in the ER, assisted by chaperones and foldases (protein disulphide isomerases), and additional factors required for optimal folding (ATP, Ca2+ and an oxidizing environment to allow disulfide bond formation)."
"steelblue",111,98,1,6.19820012484713e-12,1.1555924312765e-07,31,0.316326530612245,0.0255144032921811,1215,"GO:0045202","CC","synapse","The junction between an axon of one neuron and a dendrite of another neuron, a muscle fiber or a glial cell. As the axon approaches the synapse it enlarges into a specialized structure, the presynaptic terminal bouton, which contains mitochondria and synaptic vesicles. At the tip of the terminal bouton is the presynaptic membrane; facing it, and separated from it by a minute cleft (the synaptic cleft) is a specialized area of membrane on the receiving cell, known as the postsynaptic membrane. In response to the arrival of nerve impulses, the presynaptic terminal bouton secretes molecules of neurotransmitters into the synaptic cleft. These diffuse across the cleft and transmit the signal to the postsynaptic membrane."
"steelblue",111,98,2,7.20965481738757e-12,1.34416804415374e-07,23,0.23469387755102,0.0359937402190923,639,"GO:0007268","BP","chemical synaptic transmission","The vesicular release of classical neurotransmitter molecules from a presynapse, across a chemical synapse, the subsequent activation of neurotransmitter receptors at the postsynapse of a target cell (neuron, muscle, or secretory cell) and the effects of this activation on the postsynaptic membrane potential and ionic composition of the postsynaptic cytosol. This process encompasses both spontaneous and evoked release of neurotransmitter and all parts of synaptic vesicle exocytosis. Evoked transmission starts with the arrival of an action potential at the presynapse."
"steelblue",111,98,3,1.77190539857436e-11,3.30354042510203e-07,23,0.23469387755102,0.0344311377245509,668,"GO:0099536","BP","synaptic signaling","Cell-cell signaling to, from or within a synapse."
"steelblue",111,98,4,4.12862792675836e-11,7.69741390664828e-07,36,0.36734693877551,0.0204778156996587,1758,"GO:0030054","CC","cell junction","A cellular component that forms a specialized region of connection between two or more cells, or between a cell and the extracellular matrix, or between two membrane-bound components of a cell, such as flagella."
"steelblue",111,98,5,4.36989871713003e-09,8.14723916821723e-05,17,0.173469387755102,0.0366379310344828,464,"GO:0098793","CC","presynapse","The part of a synapse that is part of the presynaptic cell."
"steelblue",111,98,6,1.20503731019493e-07,0.00224667156112743,17,0.173469387755102,0.0292096219931271,582,"GO:0098794","CC","postsynapse","The part of a synapse that is part of the post-synaptic cell."
"steelblue",111,98,7,1.76573103705754e-07,0.00329202894549008,10,0.102040816326531,0.0561797752808989,178,"GO:0048167","BP","regulation of synaptic plasticity","A process that modulates synaptic plasticity, the ability of synapses to change as circumstances require. They may alter function, such as increasing or decreasing their sensitivity, or they may increase or decrease in actual numbers."
"steelblue",111,98,8,1.80013269868657e-07,0.00335616740343124,14,0.142857142857143,0.0353535353535354,396,"GO:0050804","BP","modulation of chemical synaptic transmission","Any process that modulates the frequency or amplitude of synaptic transmission, the process of communication from a neuron to a target (neuron, muscle, or secretory cell) across a synapse.  Amplitude, in this case, refers to the change in postsynaptic membrane potential due to a single instance of synaptic transmission."
"steelblue",111,98,9,3.44660779789815e-07,0.00642585557840132,13,0.13265306122449,0.0366197183098592,355,"GO:0097060","CC","synaptic membrane","A specialized area of membrane on either the presynaptic or the postsynaptic side of a synapse, the junction between a nerve fiber of one neuron and another neuron or muscle fiber or glial cell."
"steelblue",111,98,10,9.34616681010299e-07,0.017424993400756,11,0.112244897959184,0.0411985018726592,267,"GO:0034702","CC","ion channel complex","A protein complex that spans a membrane and forms a water-filled channel across the phospholipid bilayer allowing selective ion transport down its electrochemical gradient."
"tan",209,198,1,3.7650985736315e-12,7.01964978067857e-08,58,0.292929292929293,0.0329920364050057,1758,"GO:0030054","CC","cell junction","A cellular component that forms a specialized region of connection between two or more cells, or between a cell and the extracellular matrix, or between two membrane-bound components of a cell, such as flagella."
"tan",209,198,2,1.25984804547642e-11,2.34886069598624e-07,46,0.232323232323232,0.0378600823045267,1215,"GO:0045202","CC","synapse","The junction between an axon of one neuron and a dendrite of another neuron, a muscle fiber or a glial cell. As the axon approaches the synapse it enlarges into a specialized structure, the presynaptic terminal bouton, which contains mitochondria and synaptic vesicles. At the tip of the terminal bouton is the presynaptic membrane; facing it, and separated from it by a minute cleft (the synaptic cleft) is a specialized area of membrane on the receiving cell, known as the postsynaptic membrane. In response to the arrival of nerve impulses, the presynaptic terminal bouton secretes molecules of neurotransmitters into the synaptic cleft. These diffuse across the cleft and transmit the signal to the postsynaptic membrane."
"tan",209,198,3,2.56450022235704e-11,4.78125421456246e-07,48,0.242424242424242,0.0359281437125748,1336,"GO:0006811","BP","ion transport","The directed movement of charged atoms or small charged molecules into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"tan",209,198,4,2.78666121553005e-11,5.19545117023422e-07,32,0.161616161616162,0.0500782472613459,639,"GO:0007268","BP","chemical synaptic transmission","The vesicular release of classical neurotransmitter molecules from a presynapse, across a chemical synapse, the subsequent activation of neurotransmitter receptors at the postsynapse of a target cell (neuron, muscle, or secretory cell) and the effects of this activation on the postsynaptic membrane potential and ionic composition of the postsynaptic cytosol. This process encompasses both spontaneous and evoked release of neurotransmitter and all parts of synaptic vesicle exocytosis. Evoked transmission starts with the arrival of an action potential at the presynapse."
"tan",209,198,5,7.54648308696638e-11,1.40696630673401e-06,45,0.227272727272727,0.0364963503649635,1233,"GO:0043005","CC","neuron projection","A prolongation or process extending from a nerve cell, e.g. an axon or dendrite."
"tan",209,198,6,8.73789712277815e-11,1.62909353957076e-06,32,0.161616161616162,0.0479041916167665,668,"GO:0099536","BP","synaptic signaling","Cell-cell signaling to, from or within a synapse."
"tan",209,198,7,1.46839922487387e-10,2.73768351485485e-06,30,0.151515151515152,0.0497512437810945,603,"GO:0043269","BP","regulation of ion transport","Any process that modulates the frequency, rate or extent of the directed movement of charged atoms or small charged molecules into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"tan",209,198,8,1.97974900824759e-10,3.6910440509768e-06,29,0.146464646464646,0.0506993006993007,572,"GO:0030425","CC","dendrite","A neuron projection that has a short, tapering, morphology. Dendrites receive and integrate signals from other neurons or from sensory stimuli, and conduct nerve impulses towards the axon or the cell body. In most neurons, the impulse is conveyed from dendrites to axon via the cell body, but in some types of unipolar neuron, the impulse does not travel via the cell body."
"tan",209,198,9,2.14903303823632e-10,4.0066571964878e-06,29,0.146464646464646,0.0505226480836237,574,"GO:0097447","CC","dendritic tree","The entire complement of dendrites for a neuron, consisting of each primary dendrite and all its branches."
"tan",209,198,10,2.42212774115209e-10,4.51581496060396e-06,34,0.171717171717172,0.0437017994858612,778,"GO:0036477","CC","somatodendritic compartment","The region of a neuron that includes the cell body (cell soma) and dendrite(s), but excludes the axon."
"thistle",1347,1261,1,5.32996424915374e-14,9.93718534612223e-10,353,0.279936558287074,0.115548281505728,3055,"GO:0003676","MF","nucleic acid binding","Binding to a nucleic acid."
"thistle",1347,1261,2,4.27565096263349e-12,7.97152365473388e-08,261,0.206978588421887,0.120443008767882,2167,"GO:0003677","MF","DNA binding","Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid)."
"thistle",1347,1261,3,9.67025829952262e-12,1.802922957363e-07,423,0.335448057097542,0.107115725500127,3949,"GO:0016070","BP","RNA metabolic process","The cellular chemical reactions and pathways involving RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage."
"thistle",1347,1261,4,1.26431850236838e-11,2.3571954158156e-07,497,0.394131641554322,0.103498542274052,4802,"GO:0006139","BP","nucleobase-containing compound metabolic process","Any cellular metabolic process involving nucleobases, nucleosides, nucleotides and nucleic acids."
"thistle",1347,1261,5,1.7320750538388e-11,3.22928073037706e-07,509,0.403647898493259,0.102828282828283,4950,"GO:0046483","BP","heterocycle metabolic process","The chemical reactions and pathways involving heterocyclic compounds, those with a cyclic molecular structure and at least two different atoms in the ring (or rings)."
"thistle",1347,1261,6,2.52272737467784e-11,4.70337291734936e-07,268,0.212529738302934,0.117750439367311,2276,"GO:0006357","BP","regulation of transcription by RNA polymerase II","Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II."
"thistle",1347,1261,7,5.96380190060077e-11,1.11189122634801e-06,637,0.505154639175258,0.0979246733282091,6505,"GO:0005634","CC","nucleus","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"thistle",1347,1261,8,7.38593385823024e-11,1.37703350852845e-06,272,0.215701823949247,0.116189662537377,2341,"GO:0006366","BP","transcription by RNA polymerase II","The synthesis of RNA from a DNA template by RNA polymerase II (RNAP II), originating at an RNA polymerase II promoter. Includes transcription of messenger RNA (mRNA) and certain small nuclear RNAs (snRNAs)."
"thistle",1347,1261,9,1.12813399872868e-10,2.10329302722975e-06,509,0.403647898493259,0.10171862509992,5004,"GO:0006725","BP","cellular aromatic compound metabolic process","The chemical reactions and pathways involving aromatic compounds, any organic compound characterized by one or more planar rings, each of which contains conjugated double bonds and delocalized pi electrons, as carried out by individual cells."
"thistle",1347,1261,10,3.31511438326286e-10,6.18069925615528e-06,1102,0.87390959555908,0.0874048223350254,12608,"GO:0005622","CC","intracellular anatomical structure","A component of a cell contained within (but not including) the plasma membrane. In eukaryotes it includes the nucleus and cytoplasm."
"thistle1",106,82,1,0.000261626135389551,1,9,0.109756097560976,0.0223880597014925,402,"GO:0007283","BP","spermatogenesis","The developmental process by which male germ line stem cells self renew or give rise to successive cell types resulting in the development of a spermatozoa."
"thistle1",106,82,2,0.0003364866698257,1,9,0.109756097560976,0.0216346153846154,416,"GO:0048232","BP","male gamete generation","Generation of the male gamete; specialised haploid cells produced by meiosis and along with a female gamete takes part in sexual reproduction."
"thistle1",106,82,3,0.000442688159702912,1,16,0.195121951219512,0.0133891213389121,1195,"GO:0000003","BP","reproduction","The production of new individuals that contain some portion of genetic material inherited from one or more parent organisms."
"thistle1",106,82,4,0.000498426891752312,1,11,0.134146341463415,0.0172684458398744,637,"GO:0019953","BP","sexual reproduction","A type of reproduction that combines the genetic material of two gametes (such as a sperm or egg cell or fungal spores). The gametes have an haploid genome (with a single set of chromosomes, the product of a meiotic division) and combines with one another to produce a zygote (diploid)."
"thistle1",106,82,5,0.00125919822910362,1,15,0.182926829268293,0.0126156433978133,1189,"GO:0022414","BP","reproductive process","A biological process that directly contributes to the process of producing new individuals by one or two organisms. The new individuals inherit some proportion of their genetic material from the parent or parents."
"thistle1",106,82,6,0.00228553916300242,1,9,0.109756097560976,0.0164835164835165,546,"GO:0007276","BP","gamete generation","The generation and maintenance of gametes in a multicellular organism. A gamete is a haploid reproductive cell."
"thistle1",106,82,7,0.00269171479480125,1,10,0.121951219512195,0.0149253731343284,670,"GO:0048609","BP","multicellular organismal reproductive process","The process, occurring above the cellular level, that is pertinent to the reproductive function of a multicellular organism. This includes the integrated processes at the level of tissues and organs."
"thistle1",106,82,8,0.00289110949558114,1,3,0.0365853658536585,0.0555555555555556,54,"GO:0070192","BP","chromosome organization involved in meiotic cell cycle","A process of chromosome organization that is involved in a meiotic cell cycle."
"thistle1",106,82,9,0.00314398145375188,1,2,0.024390243902439,0.125,16,"GO:0007130","BP","synaptonemal complex assembly","The cell cycle process in which the synaptonemal complex is formed. This is a structure that holds paired chromosomes together during prophase I of meiosis and that promotes genetic recombination."
"thistle1",106,82,10,0.0044344771148865,1,2,0.024390243902439,0.105263157894737,19,"GO:0070193","BP","synaptonemal complex organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a synaptonemal complex. A synaptonemal complex is a proteinaceous scaffold formed between homologous chromosomes during meiosis."
"thistle2",110,102,1,0.000140746159774201,1,5,0.0490196078431373,0.0657894736842105,76,"GO:0008186","MF","ATP-dependent activity, acting on RNA","Catalysis of the reaction: ATP + H2O = ADP + phosphate; this reaction requires the presence of RNA, and it drives another reaction."
"thistle2",110,102,2,0.000719076202498321,1,25,0.245098039215686,0.012748597654258,1961,"GO:0000166","MF","nucleotide binding","Binding to a nucleotide, any compound consisting of a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose or deoxyribose."
"thistle2",110,102,3,0.00116342719718444,1,2,0.0196078431372549,0.25,8,"GO:0034085","BP","establishment of sister chromatid cohesion","The process in which the sister chromatids of a replicated chromosome become associated with each other during S phase."
"thistle2",110,102,4,0.00141389788851914,1,4,0.0392156862745098,0.0540540540540541,74,"GO:0003724","MF","RNA helicase activity","Unwinding of an RNA helix, driven by ATP hydrolysis."
"thistle2",110,102,5,0.00156800885038083,1,22,0.215686274509804,0.0127758420441347,1722,"GO:0032555","MF","purine ribonucleotide binding","Binding to a purine ribonucleotide, any compound consisting of a purine ribonucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose moiety."
"thistle2",110,102,6,0.00172736175830883,1,22,0.215686274509804,0.0126801152737752,1735,"GO:0017076","MF","purine nucleotide binding","Binding to a purine nucleotide, a compound consisting of a purine nucleoside esterified with (ortho)phosphate."
"thistle2",110,102,7,0.00175307487825492,1,22,0.215686274509804,0.0126655152561888,1737,"GO:0032553","MF","ribonucleotide binding","Binding to a ribonucleotide, any compound consisting of a ribonucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose moiety."
"thistle2",110,102,8,0.00180073395750348,1,4,0.0392156862745098,0.0506329113924051,79,"GO:0006405","BP","RNA export from nucleus","The directed movement of RNA from the nucleus to the cytoplasm."
"thistle2",110,102,9,0.00201865331886093,1,8,0.0784313725490196,0.0230547550432277,347,"GO:0015631","MF","tubulin binding","Binding to monomeric or multimeric forms of tubulin, including microtubules."
"thistle2",110,102,10,0.00269578749587246,1,2,0.0196078431372549,0.166666666666667,12,"GO:0046831","BP","regulation of RNA export from nucleus","Any process that modulates the frequency, rate or extent of the directed movement of RNA from the nucleus to the cytoplasm."
"thistle3",62,53,1,0.00134629500507872,1,3,0.0566037735849057,0.046875,64,"GO:0043550","BP","regulation of lipid kinase activity","Any process that modulates the frequency, rate or extent of lipid kinase activity, the catalysis of the transfer of a phosphate group, usually from ATP, to a simple or complex lipid."
"thistle3",62,53,2,0.00150114103046487,1,2,0.0377358490566038,0.117647058823529,17,"GO:0098962","BP","regulation of postsynaptic neurotransmitter receptor activity","Any process that modulates the frequency, rate or extent of neurotransmitter receptor activity involved in synaptic transmission. Modulation may be via an effect on ligand affinity, or effector funtion such as ion selectivity or pore opening/closing in ionotropic receptors."
"thistle3",62,53,3,0.00150114103046487,1,2,0.0377358490566038,0.117647058823529,17,"GO:0035014","MF","phosphatidylinositol 3-kinase regulator activity","Modulates the activity of any of the phosphatidylinositol 3-kinases (PI3Ks). Regulatory subunits can link a PI3K catalytic subunit to upstream signaling events and help position the catalytic subunits close to their lipid substrates."
"thistle3",62,53,4,0.00181611369551319,1,3,0.0566037735849057,0.0422535211267606,71,"GO:0007422","BP","peripheral nervous system development","The process whose specific outcome is the progression of the peripheral nervous system over time, from its formation to the mature structure. The peripheral nervous system is one of the two major divisions of the nervous system. Nerves in the PNS connect the central nervous system (CNS) with sensory organs, other organs, muscles, blood vessels and glands."
"thistle3",62,53,5,0.00187924454862351,1,2,0.0377358490566038,0.105263157894737,19,"GO:0099563","BP","modification of synaptic structure","Any process that modifies the structure/morphology of a synapse."
"thistle3",62,53,6,0.00222585083082818,1,6,0.113207547169811,0.0151133501259446,397,"GO:0050808","BP","synapse organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a synapse, the junction between a neuron and a target (neuron, muscle, or secretory cell)."
"thistle3",62,53,7,0.00340945641685397,1,1,0.0188679245283019,1,1,"GO:0031549","BP","negative regulation of brain-derived neurotrophic factor receptor signaling pathway","Any process that stops, prevents, or reduces the frequency, rate or extent of signaling via the brain-derived neurotrophic factor receptor signaling pathway."
"thistle3",62,53,8,0.00340945641685397,1,1,0.0188679245283019,1,1,"GO:0140193","BP","regulation of adenylate cyclase-inhibiting adrenergic receptor signaling pathway involved in heart process",NA
"thistle3",62,53,9,0.00340945641685397,1,1,0.0188679245283019,1,1,"GO:0140194","BP","negative regulation of adenylate cyclase-inhibiting adrenergic receptor signaling pathway involved in heart process",NA
"thistle3",62,53,10,0.00340945641685397,1,1,0.0188679245283019,1,1,"GO:1900229","BP","negative regulation of single-species biofilm formation in or on host organism",NA
"turquoise",86,73,1,0.000598024577160313,1,2,0.0273972602739726,0.25,8,"GO:0034464","CC","BBSome","A ciliary protein complex involved in cilium biogenesis. It consists of at least seven Bardet-Biedl syndrome (BBS) proteins and BBIP10. It moves in association with IFT trains through cilia (likely as an IFT-A/B adaptor or cargo), and is required for the integrity of IFT-A and IFT-B."
"turquoise",86,73,2,0.000766551932008732,1,2,0.0273972602739726,0.222222222222222,9,"GO:0006388","BP","tRNA splicing, via endonucleolytic cleavage and ligation","Splicing of tRNA substrates via recognition of the folded RNA structure that brings the 5' and 3' splice sites into proximity and cleavage of the RNA at both the 3' and 5' splice sites by an endonucleolytic mechanism, followed by ligation of the exons."
"turquoise",86,73,3,0.000955278759092416,1,2,0.0273972602739726,0.2,10,"GO:0045050","BP","protein insertion into ER membrane by stop-transfer membrane-anchor sequence","A process of protein insertion into the endoplasmic reticulum (ER) membrane in which stop-transfer membrane-anchor sequences become an ER membrane spanning helix."
"turquoise",86,73,4,0.000955278759092416,1,2,0.0273972602739726,0.2,10,"GO:0072546","CC","EMC complex","A transmembrane protein complex located in the endoplasmic reticulum (ER) involved in the insertion of newly synthesized proteins in the membrane of the ER. In S. cerevisiae, it has six members: EMC1, EMC2, AIM27, EMC4, KRE27, and EMC6."
"turquoise",86,73,5,0.00190843583037232,1,2,0.0273972602739726,0.142857142857143,14,"GO:0032977","MF","membrane insertase activity","Binds transmembrane domain-containing proteins and mediates their integration into a membrane."
"turquoise",86,73,6,0.00219536242113449,1,2,0.0273972602739726,0.133333333333333,15,"GO:0071816","BP","tail-anchored membrane protein insertion into ER membrane","A process of protein insertion into the endoplasmic reticulum (ER) membrane in which a tail-anchored (TA) transmembrane protein is incorporated into an endoplasmic reticulum (ER) membrane. TA transmembrane protein, also named type II transmembrane proteins, contain a single C- terminal transmembrane region."
"turquoise",86,73,7,0.00316995660869655,1,2,0.0273972602739726,0.111111111111111,18,"GO:0140597","MF","protein carrier chaperone",NA
